 INFO | 2022-07-12 19:47:20,925 | Common.java | 79 | null:  Startup activites...
 INFO | 2022-07-12 19:47:20,928 | Common.java | 79 | null:  Test Output Directory creation successful :C:\Users\user\Desktop\Vikram\PlanCanada_old\TestResults\2022_07_12_07_47_20_PM
 INFO | 2022-07-12 19:47:20,928 | Common.java | 79 | null:  Log File creation successful : LogFile.log
 INFO | 2022-07-12 19:47:21,070 | Common.java | 79 | null:  Getting value of Tc_Settings_Excelpath from Test Configuration file : ./src/test/resources/TestCaseSettings.xls
 INFO | 2022-07-12 19:47:21,182 | Common.java | 79 | null:  Getting value of TestDataFile from Test Configuration file : .\src\test\resources\TestData.xls
 INFO | 2022-07-12 19:47:21,351 | Common.java | 79 | GOH_Single_Product_Mail_Card:  Getting value of ElementLoadWaitTime from Test Configuration file : 120
 INFO | 2022-07-12 19:47:21,352 | Common.java | 79 | GOH_Single_Product_Mail_Card:  Getting value of TextLoadWaitTime from Test Configuration file : 10
 INFO | 2022-07-12 19:47:21,352 | Common.java | 79 | GOH_Single_Product_Mail_Card:  Getting value of PageLoadWaitTime from Test Configuration file : 180
 INFO | 2022-07-12 19:47:21,353 | Common.java | 79 | GOH_Single_Product_Mail_Card:  Getting value of ImplicitlyWaitTime from Test Configuration file : 30
 INFO | 2022-07-12 19:47:21,353 | Common.java | 79 | GOH_Single_Product_Mail_Card:  Getting value of Server_url from Test Configuration file : http://192.168.80.247/testlink/lib/api/xmlrpc/v1/xmlrpc.php
 INFO | 2022-07-12 19:47:21,354 | Common.java | 79 | GOH_Single_Product_Mail_Card:  Getting value of Dev_key from Test Configuration file : f8f80ad8ea180f0783bc74555cf948f0
 INFO | 2022-07-12 19:47:21,355 | Common.java | 79 | GOH_Single_Product_Mail_Card:  Getting value of Project_Name from Test Configuration file : Sample
 INFO | 2022-07-12 19:47:21,355 | Common.java | 79 | GOH_Single_Product_Mail_Card:  Getting value of Plan_Name from Test Configuration file : Testplan
 INFO | 2022-07-12 19:47:21,356 | Common.java | 79 | GOH_Single_Product_Mail_Card:  Getting value of Build_Name from Test Configuration file : Build
 INFO | 2022-07-12 19:47:21,356 | Common.java | 79 | GOH_Single_Product_Mail_Card:  Getting value of TestSuiteNum from Test Configuration file : 4
 INFO | 2022-07-12 19:47:21,356 | Common.java | 79 | GOH_Single_Product_Mail_Card:  Element time out set
 INFO | 2022-07-12 19:47:21,357 | Common.java | 79 | GOH_Single_Product_Mail_Card:  ##### Start of Test Case : GOH Single Product Mail Card #####
